0.000000 	 0.005333 
1.000000 	 0.008831 
2.000000 	 0.014509 
3.000000 	 0.023580 
4.000000 	 0.037814 
5.000000 	 0.059715 
6.000000 	 0.092698 
7.000000 	 0.141251 
8.000000 	 0.211035 
9.000000 	 0.308854 
10.000000 	 0.442459 
11.000000 	 0.620100 
12.000000 	 0.849819 
13.000000 	 1.138470 
14.000000 	 1.490518 
15.000000 	 1.906747 
16.000000 	 2.383048 
17.000000 	 2.909499 
18.000000 	 3.469960 
19.000000 	 4.042377 
20.000000 	 4.599893 
21.000000 	 5.112749 
22.000000 	 5.550818 
23.000000 	 5.886496 
24.000000 	 6.097557 
25.000000 	 6.169577 
26.000000 	 6.097557 
27.000000 	 5.886496 
28.000000 	 5.550818 
29.000000 	 5.112749 
30.000000 	 4.599893 
31.000000 	 4.042377 
32.000000 	 3.469960 
33.000000 	 2.909499 
34.000000 	 2.383048 
35.000000 	 1.906747 
36.000000 	 1.490518 
37.000000 	 1.138470 
38.000000 	 0.849819 
39.000000 	 0.620100 
40.000000 	 0.442459 
41.000000 	 0.308854 
42.000000 	 0.211035 
43.000000 	 0.141251 
44.000000 	 0.092698 
45.000000 	 0.059715 
46.000000 	 0.037814 
47.000000 	 0.023580 
48.000000 	 0.014509 
49.000000 	 0.008831 
50.000000 	 0.005333 
51.000000 	 0.003206 
52.000000 	 0.001926 
53.000000 	 0.001161 
54.000000 	 0.000706 
55.000000 	 0.000435 
56.000000 	 0.000274 
57.000000 	 0.000176 
58.000000 	 0.000117 
59.000000 	 0.000080 
60.000000 	 0.000057 
61.000000 	 0.000042 
62.000000 	 0.000032 
63.000000 	 0.000026 
64.000000 	 0.000022 
65.000000 	 0.000019 
66.000000 	 0.000017 
67.000000 	 0.000015 
68.000000 	 0.000015 
69.000000 	 0.000014 
70.000000 	 0.000014 
71.000000 	 0.000014 
72.000000 	 0.000013 
73.000000 	 0.000013 
74.000000 	 0.000013 
75.000000 	 0.000013 
76.000000 	 0.000013 
77.000000 	 0.000013 
78.000000 	 0.000013 
79.000000 	 0.000014 
80.000000 	 0.000014 
81.000000 	 0.000014 
82.000000 	 0.000015 
83.000000 	 0.000015 
84.000000 	 0.000017 
85.000000 	 0.000019 
86.000000 	 0.000022 
87.000000 	 0.000026 
88.000000 	 0.000032 
89.000000 	 0.000042 
90.000000 	 0.000057 
91.000000 	 0.000080 
92.000000 	 0.000117 
93.000000 	 0.000176 
94.000000 	 0.000274 
95.000000 	 0.000435 
96.000000 	 0.000706 
97.000000 	 0.001161 
98.000000 	 0.001926 
99.000000 	 0.003206 
100.000000 	 0.005333 
