0.000000 	 0.865449 
2.000000 	 0.812097 
4.000000 	 0.766797 
6.000000 	 0.728462 
8.000000 	 0.696147 
10.000000 	 0.669063 
12.000000 	 0.646558 
14.000000 	 0.628112 
16.000000 	 0.613307 
18.000000 	 0.601820 
20.000000 	 0.593406 
22.000000 	 0.587891 
24.000000 	 0.585161 
26.000000 	 0.585161 
28.000000 	 0.587891 
30.000000 	 0.593406 
32.000000 	 0.601820 
34.000000 	 0.613307 
36.000000 	 0.628112 
38.000000 	 0.646558 
40.000000 	 0.669063 
42.000000 	 0.696147 
44.000000 	 0.728462 
46.000000 	 0.766797 
48.000000 	 0.812097 
50.000000 	 0.865449 
52.000000 	 0.928016 
54.000000 	 1.000862 
56.000000 	 1.084554 
58.000000 	 1.178395 
60.000000 	 1.279212 
62.000000 	 1.380106 
64.000000 	 1.470599 
66.000000 	 1.540078 
68.000000 	 1.583543 
70.000000 	 1.604373 
72.000000 	 1.611126 
74.000000 	 1.612142 
76.000000 	 1.612142 
78.000000 	 1.611126 
80.000000 	 1.604373 
82.000000 	 1.583543 
84.000000 	 1.540078 
86.000000 	 1.470599 
88.000000 	 1.380106 
90.000000 	 1.279212 
92.000000 	 1.178395 
94.000000 	 1.084554 
96.000000 	 1.000862 
98.000000 	 0.928016 
100.000000 	 0.865449 
